Start State:
cross section    distance           zbed     leftdam    rightdam  bottomlevel              z          eline              A              Q              C        delta x         
   CS166     16600         103.4      113.4      113.4         107.4     105.0553     105.1179       22.0377       22.0377       24.4279       24.4279      1.10846      0.307            0            0            0
   CS167     16700         103.3      113.3      113.3         107.3     104.9557     105.0184       22.0447       22.0447       24.4388       24.4387       1.1086      0.307            0            0            0
   CS168     16800         103.2      113.2      113.2         107.2     104.8562     104.9188        22.052        22.052       24.4497       24.4497      1.10873      0.307            0            0            0
   CS169     16900         103.1      113.1      113.1         107.1     104.7566     104.8193       22.0592       22.0592       24.4608       24.4608      1.10887      0.307            0            0            0
   CS170     17000           103        113        113           107      104.657     104.7197       22.0658       22.0658       24.4719       24.4719      1.10904      0.307            0            0            0
   CS171     17100         102.9      112.9      112.9         106.9     104.5574     104.6201       22.0724       22.0724        24.483        24.483      1.10922      0.307            0            0            0
   CS172     17200         102.8      112.8      112.8         106.8     104.4579     104.5206       22.0797       22.0797       24.4943       24.4942      1.10936      0.307            0            0            0
   CS173     17300         102.7      112.7      112.7         106.7     104.3583      104.421       22.0865       22.0865       24.5055       24.5054      1.10952      0.307            0            0            0
   CS174     17400         102.6      112.6      112.6         106.6     104.2587     104.3215       22.0937       22.0937       24.5168       24.5167      1.10967      0.307            0            0            0
   CS175     17500         102.5      112.5      112.5         106.5     104.1591     104.2219       22.1006       22.1006       24.5281        24.528      1.10984      0.307            0            0            0
   CS176     17600         102.4      112.4      112.4         106.4     104.0596     104.1223       22.1078       22.1078       24.5394       24.5393      1.10999      0.307            0            0            0
   CS177     17700         102.3      112.3      112.3         106.3       103.96     104.0228       22.1148       22.1148       24.5507       24.5506      1.11015      0.307            0            0            0
   CS178     17800         102.2      112.2      112.2         106.2     103.8604     103.9232        22.122        22.122        24.562        24.562       1.1103      0.307            0            0            0
   CS179     17900         102.1      112.1      112.1         106.1     103.7608     103.8237        22.129        22.129       24.5734       24.5733      1.11046      0.307            0            0            0
   CS180     18000           102        112        112           106     103.6612     103.7241       22.1352       22.1352       24.5847       24.5846      1.11066      0.308            0            0            0
   CS181     18100         101.9      111.9      111.9         105.9     103.5616     103.6245       22.1413       22.1413       24.5959       24.5958      1.11086      0.308            0            0            0
   CS182     18200         101.8      111.8      111.8         105.8      103.462     103.5249       22.1481       22.1481       24.6071       24.6071      1.11103      0.308            0            0            0
   CS183     18300         101.7      111.7      111.7         105.7     103.3624     103.4253       22.1542       22.1542       24.6183       24.6182      1.11122      0.308            0            0            0
   CS184     18400         101.6      111.6      111.6         105.6     103.2628     103.3257       22.1607       22.1607       24.6294       24.6294       1.1114      0.308            0            0            0
   CS185     18500         101.5      111.5      111.5         105.5     103.1631     103.2261       22.1666       22.1666       24.6405       24.6404       1.1116      0.308            0            0            0
   CS186     18600         101.4      111.4      111.4         105.4     103.0635     103.1265       22.1727       22.1727       24.6515       24.6514       1.1118      0.308            0            0            0
   CS187     18700         101.3      111.3      111.3         105.3     102.9638     103.0268       22.1783       22.1783       24.6625       24.6624      1.11201      0.308            0            0            0
   CS188     18800         101.2      111.2      111.2         105.2     102.8641     102.9272       22.1838       22.1838       24.6733       24.6732      1.11222      0.308            0            0            0
   CS189     18900         101.1      111.1      111.1         105.1     102.7644     102.8275       22.1888       22.1888       24.6841        24.684      1.11246      0.308            0            0            0
   CS190     19000           101        111        111           105     102.6647     102.7278       22.1923       22.1923       24.6948       24.6947      1.11276      0.308            0            0            0
   CS191     19100         100.9      110.9      110.9         104.9     102.5649      102.628       22.1954       22.1954       24.7054       24.7053      1.11309      0.308            0            0            0
   CS192     19200         100.8      110.8      110.8         104.8      102.465     102.5282       22.1983       22.1983       24.7159       24.7156      1.11341      0.308            0            0            0
   CS193     19300         100.7      110.7      110.7         104.7     102.3651     102.4284       22.2001       22.2001       24.7262       24.7264      1.11379      0.308            0            0            0
   CS194     19400         100.6      110.6      110.6         104.6     102.2651     102.3284       22.2003       22.2003       24.7365       24.7359      1.11425      0.308            0            0            0
   CS195     19500         100.5      110.5      110.5         104.5     102.1651     102.2284       22.1995       22.1995       24.7467       24.7441      1.11474      0.308            0            0            0
   CS196     19600         100.4      110.4      110.4         104.4      102.065     102.1284       22.1974       22.1974       24.7569       24.7516       1.1153      0.308            0            0            0
   CS197     19700         100.3      110.3      110.3         104.3     101.9647     102.0282       22.1936       22.1936        24.767       24.7586      1.11595      0.309            0            0            0
   CS198     19800         100.2      110.2      110.2         104.2     101.8644     101.9279       22.1878       22.1878        24.777       24.7651      1.11669      0.309            0            0            0
   CS199     19900         100.1      110.1      110.1         104.1     101.7632     101.8269        22.169        22.169        24.787       24.7203      1.11809      0.309            0            0            0
   CS200     20000           100        110        110           104     101.6674     101.7308       22.2379       22.2379        24.797       24.9233      1.11508      0.308            0            0            0

