Start State:
cross section    distance           zbed     leftdam    rightdam  bottomlevel              z          eline              A              Q              C        delta x         
   CS170     17000           103        113        113           107     104.6827     104.7469       22.4898       22.4898       25.2462        25.236      1.12256      0.309            0            0            0
   CS171     17100         102.9      112.9      112.9         106.9     104.5823     104.6465       22.4838       22.4838       25.2364       25.2277      1.12243      0.309            0            0            0
   CS172     17200         102.8      112.8      112.8         106.8      104.482     104.5462       22.4784       22.4784       25.2268       25.2183      1.12227      0.309            0            0            0
   CS173     17300         102.7      112.7      112.7         106.7     104.3816     104.4458       22.4732       22.4732       25.2173       25.2091      1.12211      0.309            0            0            0
   CS174     17400         102.6      112.6      112.6         106.6     104.2813     104.3455       22.4681       22.4681       25.2081       25.2002      1.12195      0.309            0            0            0
   CS175     17500         102.5      112.5      112.5         106.5      104.181     104.2452       22.4632       22.4632       25.1991       25.1914      1.12179      0.309            0            0            0
   CS176     17600         102.4      112.4      112.4         106.4     104.0807     104.1449       22.4585       22.4585       25.1903       25.1829      1.12164      0.309            0            0            0
   CS177     17700         102.3      112.3      112.3         106.3     103.9804     104.0445       22.4539       22.4539       25.1817       25.1746      1.12148      0.309            0            0            0
   CS178     17800         102.2      112.2      112.2         106.2     103.8802     103.9443       22.4495       22.4495       25.1733       25.1665      1.12133      0.309            0            0            0
   CS179     17900         102.1      112.1      112.1         106.1     103.7799      103.844       22.4451       22.4451       25.1652       25.1574      1.12119      0.309            0            0            0
   CS180     18000           102        112        112           106     103.6797     103.7437       22.4401       22.4401       25.1572       25.1489      1.12108      0.309            0            0            0
   CS181     18100         101.9      111.9      111.9         105.9     103.5794     103.6434       22.4352       22.4352       25.1495       25.1425      1.12098      0.309            0            0            0
   CS182     18200         101.8      111.8      111.8         105.8     103.4791     103.5431       22.4308       22.4308        25.142       25.1351      1.12087      0.309            0            0            0
   CS183     18300         101.7      111.7      111.7         105.7     103.3788     103.4429       22.4266       22.4266       25.1347        25.128      1.12076      0.309            0            0            0
   CS184     18400         101.6      111.6      111.6         105.6     103.2786     103.3426       22.4223       22.4223       25.1277        25.121      1.12065      0.309            0            0            0
   CS185     18500         101.5      111.5      111.5         105.5     103.1783     103.2423       22.4182       22.4182       25.1209       25.1143      1.12056      0.309            0            0            0
   CS186     18600         101.4      111.4      111.4         105.4      103.078      103.142       22.4141       22.4141       25.1142       25.1077      1.12047      0.309            0            0            0
   CS187     18700         101.3      111.3      111.3         105.3     102.9778     103.0418         22.41         22.41       25.1079       25.1013      1.12039      0.309            0            0            0
   CS188     18800         101.2      111.2      111.2         105.2     102.8775     102.9415       22.4059       22.4059       25.1017       25.0951      1.12032      0.309            0            0            0
   CS189     18900         101.1      111.1      111.1         105.1     102.7773     102.8412       22.4015       22.4015       25.0957       25.0879      1.12027      0.309            0            0            0
   CS190     19000           101        111        111           105      102.677      102.741       22.3964       22.3964         25.09       25.0812      1.12027      0.309            0            0            0
   CS191     19100         100.9      110.9      110.9         104.9     102.5767     102.6407       22.3911       22.3911       25.0844       25.0763      1.12029      0.309            0            0            0
   CS192     19200         100.8      110.8      110.8         104.8     102.4764     102.5404       22.3859       22.3859       25.0791       25.0704      1.12031      0.309            0            0            0
   CS193     19300         100.7      110.7      110.7         104.7      102.376       102.44       22.3804       22.3804       25.0739       25.0646      1.12035      0.309            0            0            0
   CS194     19400         100.6      110.6      110.6         104.6     102.2757     102.3397       22.3744       22.3744        25.069       25.0588      1.12043      0.309            0            0            0
   CS195     19500         100.5      110.5      110.5         104.5     102.1753     102.2393       22.3679       22.3679       25.0642       25.0529      1.12054      0.309            0            0            0
   CS196     19600         100.4      110.4      110.4         104.4     102.0748     102.1388       22.3607       22.3607       25.0595        25.047       1.1207      0.309            0            0            0
   CS197     19700         100.3      110.3      110.3         104.3     101.9743     102.0384       22.3526       22.3526        25.055       25.0409       1.1209      0.309            0            0            0
   CS198     19800         100.2      110.2      110.2         104.2     101.8738     101.9378       22.3436       22.3436       25.0505       25.0348      1.12115      0.309            0            0            0
   CS199     19900         100.1      110.1      110.1         104.1     101.7725     101.8367       22.3224       22.3224       25.0462       24.9756      1.12202       0.31            0            0            0
   CS200     20000           100        110        110           104     101.6769     101.7406       22.3934       22.3934       25.0418       25.1757      1.11827      0.308            0            0            0

